MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing,,
PT,Portugal,2014PT05M9OP001,13,Social Inclusion and Employment - ESF/YEI,ESF,1,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,"571,356,396.00",100827600,672183996,85%,,
PT,Portugal,2014PT05M9OP001,13,Social Inclusion and Employment - ESF/YEI,ESF,3,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"1,178,280,000.00",207931765,1386211765,85%,,
PT,Portugal,2014PT05M9OP001,13,Social Inclusion and Employment - ESF/YEI,ESF,4,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"59,000,000.00",10411765,69411765,85%,,
PT,Portugal,2014PT05M9OP001,13,Social Inclusion and Employment - ESF/YEI,YEI,2,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,"321,544,338.00",28371559,349915897,9189.00%,,
PT,Portugal,2014PT05SFOP001,13,Human Capital - ESF,ESF,1,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"1,445,000,000.00",255000000,1700000000,85%,,
PT,Portugal,2014PT05SFOP001,13,Human Capital - ESF,ESF,2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"932,000,000.00",164470589,1096470589,85%,,
PT,Portugal,2014PT05SFOP001,13,Human Capital - ESF,ESF,3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"503,000,000.00",88764706,591764706,85%,,
PT,Portugal,2014PT05SFOP001,13,Human Capital - ESF,ESF,4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"150,000,000.00",26470589,176470589,85%,,
PT,Portugal,2014PT05SFOP001,13,Human Capital - ESF,ESF,5,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"65,832,100.00",11617430,77449530,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,,DM,Discontinued Measures,EAFRD Discontinued Measures from 2007-2013,VOID,M113,Early retirement,FA_M113,M113,"9,046,856.00",1596504,10643360,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"2,500,000.00",44117647,294117647,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,"2,450,000.00",43235294,288235294,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"3,000,000.00",52941176,352941176,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"2,675,000.00",47205882,314705882,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,"525,000.00",9264706,61764706,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"102,569,442.00",1757710006,12014654206,8537.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"7,338,125.00",123529412,857341912,8559.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,"800,000.00",14117647,94117647,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M05,Restoring agricultural potential,FA_3B,Risk management,"600,000.00",10588235,70588235,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,"1,800,000.00",31764706,211764706,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,"2,000,000.00",35294118,235294118,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"42,912,755.00",75728391,504855941,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"28,936,252.00",367027976,3260653176,8874.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"225,000.00",3970588,26470588,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"16,750.00",295588,1970588,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"327,707,165.00",405882353,3682954003,8898.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M15,Forest-environment,FA_P4,Priority 4,"433,250.00",7645588,50970588,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"42,912,755.00",75728391,504855941,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"28,936,252.00",367027976,3260653176,8874.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"225,000.00",3970588,26470588,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"16,750.00",295588,1970588,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,"402,800,510.00",126021556,528822066,7617.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"327,707,165.00",405882353,3682954003,8898.00%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M15,Forest-environment,FA_P4,Priority 4,"433,250.00",7645588,50970588,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,"200,000.00",3529412,23529412,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"1,275,000.00",225000,1500000,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,"76,500.00",13500,90000,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"6,000,000.00",105882353,705882353,85%,,
PT,Portugal,2014PT06RDRP001,31,Azores - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"19,079,640.00",336699529,2244663529,85%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,,DM,Discontinued Measures,EAFRD Discontinued Measures from 2007-2013,VOID,M113,Early retirement,FA_M113,M113,"480,308.00",8476024,56506824,85%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"70,045,600.00",1223504453,8228064453,8513.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,"3,024,259.00",66931862,369357762,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,"2,094,968.00",36534987,246031787,8515.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"14,015,922.00",157493931,1559086131,899.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"12,361,023.00",144211922,1380314222,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"808,968,775.00",15536427411,96433304911,8389.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"185,331,300.00",2099772588,20632902588,8982.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M08,Forest,FA_2A,Farm performance,"78,215,375.00",1631397076,9452934576,8274.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M13,Areas with natural constraints,FA_2A,Farm performance,"211,565,370.00",2901752429,24058289429,8794.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_3A,Competitiveness of producers,"1,090,404.00",24132444,133172844,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_3B,Risk management,"1,090,404.00",24132444,133172844,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,"10,444,632.00",124230825,1168694025,8937.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,"5,515,567.00",122068746,673625446,8188.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"7,221,875.00",127444853,849632353,85%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M05,Restoring agricultural potential,FA_3B,Risk management,"18,494,680.00",384991806,2234459806,8277.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M08,Forest,FA_3A,Competitiveness of producers,"919,450.00",20348964,112293964,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,"13,352,245.00",155776194,1491000694,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,"44,029,000.00",859749974,5262649974,8366.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,"12,693,538.00",28092914,155028294,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"7,529,550.00",92439375,845394375,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,"2,087,541.00",2435465,23310875,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"33,901,100.00",5953047,39854147,8506.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"83,549,125.00",168315859,1003807109,8323.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"2,042,774,455.00",3324511842,23752256392,86%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"414,508,975.00",626763317,4771853067,8687.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"20,921,740.00",395461906,2487635906,841.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"70,521,790.00",967285653,8019464653,8794.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M15,Forest-environment,FA_P4,Priority 4,"1,189,690.00",22481135,141450135,8411.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"33,901,100.00",5953047,39854147,8506.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"83,549,125.00",168315859,1003807109,8323.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"2,042,774,455.00",3324511842,23752256392,86%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"414,508,975.00",626763317,4771853067,8687.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"20,921,740.00",395461906,2487635906,841.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"70,521,790.00",967285653,8019464653,8794.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,10,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"83,735,000.00",14776765,98511765,85%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M15,Forest-environment,FA_P4,Priority 4,"1,189,690.00",22481135,141450135,8411.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5A,Water efficiency,"1,090,404.00",24132444,133172844,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5B,Energy efficiency,"1,090,404.00",24132444,133172844,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,"2,145,234.00",47477571,262000971,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5A,Water efficiency,"4,517,730.00",55463625,507236625,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5B,Energy efficiency,"3,011,820.00",3697575,33815775,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5C,Renewable energy,"2,258,866.00",2773183,25361843,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5E,Carbon conservation / sequestration,"1,505,910.00",18487875,169078875,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5A,Water efficiency,"2,087,542.00",24354661,233108861,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5B,Energy efficiency,"2,087,541.00",24353039,233107139,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5E,Carbon conservation / sequestration,"1,043,771.00",12178942,116556042,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"52,822,605.00",998450834,6280711334,841.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,"23,234,182.00",439171557,2762589757,841.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5B,Energy efficiency,"919,450.00",20348964,112293964,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,"459,725.00",10174483,56146983,8188.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"193,016,750.00",3305999583,22607674583,8538.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"5,236,551.00",76404427,600059527,8727.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M13,Areas with natural constraints,FA_5E,Carbon conservation / sequestration,"176,304,475.00",2418165841,20048613341,8794.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,"309,508,121.00",5415793764,36366605864,8511.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_5A,Water efficiency,"4,721,498.00",89245572,561395372,841.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_6B,Local development,"3,011,820.00",3697575,33815775,8907.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P6,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_6B,Local development,"1,207,992.00",14093245,134892445,8955.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"3,479,000.00",72947423,420847423,8267.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M13,Areas with natural constraints,FA_6B,Local development,"176,304,475.00",2418169405,20048616905,8794.00%,,
PT,Portugal,2014PT06RDRP002,24,Continental Portugal - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"197,689,470.00",2290627153,22059574153,8962.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"4,549,612.00",80287271,535248471,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,"977,500.00",172500,1150000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"637,500.00",112500,750000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"1,020,000.00",180000,1200000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"36,515,876.00",577780165,4229367765,8634.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"1,593,750.00",281250,1875000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,"89,250.00",15750,105000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M05,Restoring agricultural potential,FA_3B,Risk management,"2,000,000.00",35294118,235294118,85%,,
